step,b1_x,b1_y,b2_x,b2_y,b3_x,b3_y
794,-13.6837,1.5826,-12.962,1.71766,22.6707,-2.30025
795,-13.7026,1.59433,-12.9831,1.70938,22.7057,-2.30371
796,-13.7213,1.60609,-13.0044,1.70107,22.7407,-2.30716
797,-13.7398,1.61788,-13.0259,1.69273,22.7756,-2.31062
798,-13.7581,1.62969,-13.0475,1.68438,22.8106,-2.31407
799,-13.7762,1.64151,-13.0694,1.67601,22.8456,-2.31752
800,-13.7941,1.65335,-13.0914,1.66763,22.8806,-2.32098
801,-13.8118,1.66518,-13.1137,1.65925,22.9155,-2.32443
802,-13.8293,1.67702,-13.1362,1.65087,22.9505,-2.32789
803,-13.8466,1.68885,-13.1588,1.64249,22.9855,-2.33134
804,-13.8637,1.70066,-13.1817,1.63413,23.0204,-2.33479
805,-13.8806,1.71245,-13.2048,1.62579,23.0554,-2.33825
806,-13.8972,1.72422,-13.2281,1.61748,23.0904,-2.3417
807,-13.9137,1.73595,-13.2517,1.6092,23.1253,-2.34516
808,-13.9299,1.74764,-13.2754,1.60097,23.1603,-2.34861
809,-13.9459,1.75928,-13.2994,1.59278,23.1953,-2.35206
810,-13.9617,1.77087,-13.3235,1.58465,23.2302,-2.35552
811,-13.9773,1.78239,-13.3479,1.57658,23.2652,-2.35897
812,-13.9926,1.79384,-13.3725,1.56858,23.3002,-2.36242
813,-14.0078,1.80521,-13.3974,1.56066,23.3351,-2.36588
814,-14.0227,1.8165,-13.4224,1.55283,23.3701,-2.36933
815,-14.0374,1.82769,-13.4477,1.54509,23.4051,-2.37279
816,-14.0519,1.83878,-13.4731,1.53745,23.44,-2.37624
817,-14.0662,1.84977,-13.4988,1.52992,23.475,-2.37969
818,-14.0803,1.86064,-13.5247,1.52251,23.51,-2.38315
819,-14.0942,1.87138,-13.5507,1.51522,23.5449,-2.3866
820,-14.1079,1.882,-13.577,1.50806,23.5799,-2.39005
821,-14.1214,1.89247,-13.6035,1.50103,23.6149,-2.39351
822,-14.1347,1.90281,-13.6302,1.49415,23.6498,-2.39696
823,-14.1478,1.91299,-13.657,1.48742,23.6848,-2.40041
824,-14.1607,1.92303,-13.684,1.48084,23.7198,-2.40387
825,-14.1735,1.9329,-13.7112,1.47443,23.7547,-2.40732
826,-14.1861,1.9426,-13.7386,1.46818,23.7897,-2.41077
827,-14.1986,1.95213,-13.7661,1.4621,23.8247,-2.41423
828,-14.2108,1.96149,-13.7938,1.45619,23.8596,-2.41768
829,-14.223,1.97067,-13.8216,1.45047,23.8946,-2.42114
830,-14.235,1.97966,-13.8496,1.44493,23.9295,-2.42459
831,-14.2468,1.98847,-13.8777,1.43957,23.9645,-2.42804
832,-14.2586,1.99709,-13.9059,1.43441,23.9995,-2.4315
833,-14.2702,2.00551,-13.9343,1.42944,24.0344,-2.43495
834,-14.2817,2.01374,-13.9627,1.42466,24.0694,-2.4384
835,-14.2931,2.02178,-13.9913,1.42008,24.1044,-2.44186
836,-14.3044,2.02962,-14.02,1.41569,24.1393,-2.44531
837,-14.3156,2.03726,-14.0487,1.41151,24.1743,-2.44876
838,-14.3267,2.0447,-14.0776,1.40752,24.2093,-2.45222
839,-14.3377,2.05194,-14.1065,1.40373,24.2442,-2.45567
840,-14.3487,2.05898,-14.1355,1.40014,24.2792,-2.45912
841,-14.3596,2.06583,-14.1646,1.39675,24.3141,-2.46258
842,-14.3704,2.07247,-14.1937,1.39356,24.3491,-2.46603
843,-14.3812,2.07892,-14.2228,1.39056,24.3841,-2.46948
844,-14.392,2.08518,-14.2521,1.38776,24.419,-2.47294
845,-14.4027,2.09124,-14.2813,1.38515,24.454,-2.47639
846,-14.4134,2.09711,-14.3106,1.38273,24.489,-2.47984
847,-14.424,2.10279,-14.3399,1.38051,24.5239,-2.48329
848,-14.4346,2.10828,-14.3692,1.37847,24.5589,-2.48675
849,-14.4453,2.11358,-14.3986,1.37662,24.5938,-2.4902
850,-14.4559,2.11871,-14.428,1.37495,24.6288,-2.49365
851,-14.4665,2.12365,-14.4573,1.37346,24.6638,-2.49711
852,-14.477,2.12841,-14.4867,1.37215,24.6987,-2.50056
853,-14.4876,2.133,-14.5161,1.37101,24.7337,-2.50401
854,-14.4982,2.13742,-14.5454,1.37004,24.7687,-2.50747
855,-14.5088,2.14167,-14.5748,1.36925,24.8036,-2.51092
856,-14.5195,2.14576,-14.6041,1.36862,24.8386,-2.51437
857,-14.5301,2.14968,-14.6334,1.36815,24.8735,-2.51783
858,-14.5408,2.15344,-14.6627,1.36784,24.9085,-2.52128
859,-14.5515,2.15704,-14.692,1.36769,24.9435,-2.52473
860,-14.5622,2.16049,-14.7212,1.36769,24.9784,-2.52819
861,-14.5729,2.1638,-14.7505,1.36784,25.0134,-2.53164
862,-14.5837,2.16695,-14.7796,1.36814,25.0483,-2.53509
863,-14.5945,2.16996,-14.8088,1.36858,25.0833,-2.53854
864,-14.6054,2.17283,-14.8379,1.36916,25.1183,-2.542
865,-14.6162,2.17557,-14.867,1.36988,25.1532,-2.54545
866,-14.6272,2.17817,-14.896,1.37074,25.1882,-2.5489
867,-14.6382,2.18063,-14.925,1.37172,25.2231,-2.55236
868,-14.6492,2.18298,-14.9539,1.37283,25.2581,-2.55581
869,-14.6602,2.18519,-14.9828,1.37407,25.2931,-2.55926
870,-14.6714,2.18728,-15.0117,1.37543,25.328,-2.56271
871,-14.6825,2.18926,-15.0405,1.37691,25.363,-2.56617
872,-14.6937,2.19112,-15.0692,1.3785,25.3979,-2.56962
873,-14.705,2.19286,-15.0979,1.38021,25.4329,-2.57307
874,-14.7163,2.1945,-15.1265,1.38203,25.4679,-2.57653
875,-14.7277,2.19603,-15.1551,1.38395,25.5028,-2.57998
876,-14.7391,2.19745,-15.1836,1.38598,25.5378,-2.58343
877,-14.7506,2.19877,-15.2121,1.38812,25.5727,-2.58688
878,-14.7622,2.19999,-15.2405,1.39035,25.6077,-2.59034
879,-14.7738,2.20111,-15.2689,1.39268,25.6426,-2.59379
880,-14.7854,2.20214,-15.2972,1.39511,25.6776,-2.59724
881,-14.7971,2.20307,-15.3254,1.39762,25.7126,-2.6007
882,-14.8089,2.20392,-15.3536,1.40023,25.7475,-2.60415
883,-14.8208,2.20467,-15.3817,1.40293,25.7825,-2.6076
884,-14.8327,2.20534,-15.4098,1.40571,25.8174,-2.61105
885,-14.8446,2.20593,-15.4378,1.40857,25.8524,-2.61451
886,-14.8566,2.20644,-15.4657,1.41152,25.8874,-2.61796
887,-14.8687,2.20687,-15.4936,1.41455,25.9223,-2.62141
888,-14.8808,2.20722,-15.5214,1.41765,25.9573,-2.62486
889,-14.893,2.20749,-15.5492,1.42083,25.9922,-2.62832
890,-14.9053,2.20769,-15.5769,1.42408,26.0272,-2.63177
891,-14.9176,2.20782,-15.6045,1.4274,26.0621,-2.63522
892,-14.93,2.20789,-15.6321,1.43079,26.0971,-2.63867
893,-14.9424,2.20788,-15.6596,1.43425,26.1321,-2.64213
894,-14.955,2.20781,-15.6871,1.43777,26.167,-2.64558
895,-14.9675,2.20767,-15.7144,1.44136,26.202,-2.64903
896,-14.9801,2.20747,-15.7418,1.44501,26.2369,-2.65249
897,-14.9928,2.20721,-15.769,1.44873,26.2719,-2.65594
898,-15.0056,2.20689,-15.7963,1.4525,26.3068,-2.65939
899,-15.0184,2.20652,-15.8234,1.45633,26.3418,-2.66284
900,-15.0313,2.20608,-15.8505,1.46021,26.3767,-2.6663
901,-15.0442,2.20559,-15.8775,1.46415,26.4117,-2.66975
902,-15.0572,2.20505,-15.9045,1.46815,26.4467,-2.6732
903,-15.0702,2.20446,-15.9314,1.47219,26.4816,-2.67665
904,-15.0833,2.20381,-15.9582,1.47629,26.5166,-2.68011
905,-15.0965,2.20312,-15.985,1.48044,26.5515,-2.68356
906,-15.1097,2.20238,-16.0118,1.48463,26.5865,-2.68701
907,-15.123,2.20159,-16.0384,1.48887,26.6214,-2.69046
908,-15.1364,2.20076,-16.065,1.49316,26.6564,-2.69391
909,-15.1498,2.19988,-16.0916,1.49749,26.6913,-2.69737
910,-15.1632,2.19895,-16.1181,1.50187,26.7263,-2.70082
911,-15.1767,2.19799,-16.1445,1.50628,26.7613,-2.70427
912,-15.1903,2.19698,-16.1709,1.51074,26.7962,-2.70772
913,-15.2039,2.19594,-16.1972,1.51524,26.8312,-2.71118
914,-15.2176,2.19485,-16.2235,1.51977,26.8661,-2.71463
915,-15.2314,2.19373,-16.2497,1.52435,26.9011,-2.71808
916,-15.2452,2.19257,-16.2758,1.52896,26.936,-2.72153
917,-15.259,2.19138,-16.3019,1.53361,26.971,-2.72499
918,-15.273,2.19015,-16.328,1.53829,27.0059,-2.72844
919,-15.2869,2.18888,-16.354,1.54301,27.0409,-2.73189
920,-15.3009,2.18758,-16.3799,1.54776,27.0758,-2.73534
921,-15.315,2.18625,-16.4058,1.55254,27.1108,-2.7388
922,-15.3292,2.18489,-16.4316,1.55736,27.1457,-2.74225
923,-15.3433,2.1835,-16.4574,1.5622,27.1807,-2.7457
924,-15.3576,2.18208,-16.4831,1.56708,27.2157,-2.74915
925,-15.3719,2.18062,-16.5087,1.57198,27.2506,-2.7526
926,-15.3862,2.17914,-16.5343,1.57691,27.2856,-2.75606
927,-15.4006,2.17764,-16.5599,1.58187,27.3205,-2.75951
928,-15.4151,2.1761,-16.5854,1.58686,27.3555,-2.76296
929,-15.4296,2.17454,-16.6108,1.59187,27.3904,-2.76641
930,-15.4441,2.17295,-16.6362,1.59691,27.4254,-2.76986
931,-15.4587,2.17134,-16.6616,1.60198,27.4603,-2.77332
932,-15.4734,2.16971,-16.6869,1.60706,27.4953,-2.77677
933,-15.4881,2.16805,-16.7121,1.61217,27.5302,-2.78022
934,-15.5029,2.16636,-16.7373,1.61731,27.5652,-2.78367
935,-15.5177,2.16466,-16.7625,1.62247,27.6001,-2.78713
936,-15.5325,2.16293,-16.7876,1.62764,27.6351,-2.79058
937,-15.5474,2.16119,-16.8126,1.63284,27.67,-2.79403
938,-15.5624,2.15942,-16.8376,1.63806,27.705,-2.79748
939,-15.5774,2.15763,-16.8625,1.6433,27.7399,-2.80093
940,-15.5925,2.15583,-16.8874,1.64856,27.7749,-2.80439
941,-15.6076,2.154,-16.9123,1.65384,27.8098,-2.80784
942,-15.6227,2.15216,-16.9371,1.65913,27.8448,-2.81129
943,-15.6379,2.15029,-16.9618,1.66445,27.8797,-2.81474
944,-15.6531,2.14841,-16.9865,1.66978,27.9147,-2.81819
945,-15.6684,2.14652,-17.0112,1.67513,27.9496,-2.82165
946,-15.6838,2.14461,-17.0358,1.68049,27.9846,-2.8251
947,-15.6992,2.14268,-17.0604,1.68587,28.0195,-2.82855
948,-15.7146,2.14073,-17.0849,1.69127,28.0545,-2.832
949,-15.7301,2.13878,-17.1094,1.69668,28.0894,-2.83545
950,-15.7456,2.1368,-17.1338,1.7021,28.1244,-2.83891
951,-15.7611,2.13481,-17.1582,1.70754,28.1593,-2.84236
952,-15.7768,2.13281,-17.1825,1.713,28.1943,-2.84581
953,-15.7924,2.1308,-17.2068,1.71846,28.2292,-2.84926
954,-15.8081,2.12877,-17.2311,1.72394,28.2642,-2.85271
955,-15.8239,2.12673,-17.2553,1.72943,28.2991,-2.85617
956,-15.8396,2.12468,-17.2795,1.73494,28.3341,-2.85962
957,-15.8555,2.12262,-17.3036,1.74045,28.369,-2.86307
958,-15.8713,2.12054,-17.3277,1.74598,28.404,-2.86652
959,-15.8873,2.11846,-17.3517,1.75152,28.4389,-2.86997
960,-15.9032,2.11636,-17.3757,1.75707,28.4739,-2.87342
961,-15.9192,2.11425,-17.3996,1.76262,28.5088,-2.87688
962,-15.9353,2.11213,-17.4235,1.76819,28.5438,-2.88033
963,-15.9513,2.11001,-17.4474,1.77377,28.5787,-2.88378
964,-15.9675,2.10787,-17.4712,1.77936,28.6137,-2.88723
965,-15.9836,2.10573,-17.495,1.78496,28.6486,-2.89068
966,-15.9998,2.10357,-17.5187,1.79056,28.6836,-2.89414
967,-16.0161,2.10141,-17.5424,1.79618,28.7185,-2.89759
968,-16.0324,2.09924,-17.5661,1.8018,28.7535,-2.90104
969,-16.0487,2.09706,-17.5897,1.80743,28.7884,-2.90449
970,-16.0651,2.09488,-17.6133,1.81307,28.8234,-2.90794
971,-16.0815,2.09268,-17.6368,1.81871,28.8583,-2.91139
972,-16.0979,2.09048,-17.6603,1.82436,28.8933,-2.91485
973,-16.1144,2.08828,-17.6838,1.83002,28.9282,-2.9183
974,-16.1309,2.08606,-17.7072,1.83568,28.9632,-2.92175
975,-16.1475,2.08385,-17.7306,1.84136,28.9981,-2.9252
976,-16.1641,2.08162,-17.754,1.84703,29.0331,-2.92865
977,-16.1808,2.07939,-17.7773,1.85271,29.068,-2.9321
978,-16.1974,2.07715,-17.8005,1.8584,29.103,-2.93556
979,-16.2142,2.07491,-17.8238,1.86409,29.1379,-2.93901
980,-16.2309,2.07267,-17.847,1.86979,29.1729,-2.94246
981,-16.2477,2.07042,-17.8701,1.87549,29.2078,-2.94591
982,-16.2645,2.06816,-17.8932,1.8812,29.2428,-2.94936
983,-16.2814,2.0659,-17.9163,1.88691,29.2777,-2.95281
984,-16.2983,2.06364,-17.9394,1.89263,29.3127,-2.95627
985,-16.3152,2.06137,-17.9624,1.89835,29.3476,-2.95972
986,-16.3322,2.0591,-17.9853,1.90407,29.3826,-2.96317
987,-16.3492,2.05682,-18.0083,1.9098,29.4175,-2.96662
988,-16.3663,2.05455,-18.0312,1.91552,29.4524,-2.97007
989,-16.3834,2.05227,-18.054,1.92126,29.4874,-2.97352
990,-16.4005,2.04998,-18.0769,1.92699,29.5223,-2.97697
991,-16.4176,2.0477,-18.0997,1.93273,29.5573,-2.98043
992,-16.4348,2.04541,-18.1224,1.93847,29.5922,-2.98388
993,-16.452,2.04312,-18.1451,1.94421,29.6272,-2.98733
994,-16.4693,2.04083,-18.1678,1.94996,29.6621,-2.99078
995,-16.4866,2.03853,-18.1905,1.9557,29.6971,-2.99423
996,-16.5039,2.03623,-18.2131,1.96145,29.732,-2.99768
997,-16.5213,2.03394,-18.2357,1.9672,29.767,-3.00114
998,-16.5387,2.03164,-18.2582,1.97295,29.8019,-3.00459
999,-16.5561,2.02934,-18.2807,1.9787,29.8369,-3.00804
